APSO,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
420,3.54E-05,4.07E-04,7.98E+02,6.47E+00,101.5724947,0.52,0.051559491,-9892.198497,2.05E+01,3.08E-01,0.01420197,3.60E-02,8.30E-03,1.017884383,0.002864188,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
421,3.34E-05,3.96E-04,7.94E+02,6.46E+00,101.401579,0.52,0.051559491,-9892.238097,2.05E+01,3.05E-01,0.01419955,3.60E-02,8.28E-03,1.017884383,0.002863757,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
422,3.24E-05,3.87E-04,7.90E+02,6.44E+00,100.9866419,0.52,0.051501881,-9892.31346,2.05E+01,3.02E-01,0.014193715,3.59E-02,8.24E-03,1.017884379,0.002863309,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
423,3.01E-05,3.79E-04,7.87E+02,6.43E+00,100.7927143,0.52,0.051223391,-9892.375919,2.05E+01,3.02E-01,0.014188191,3.59E-02,8.22E-03,1.017884379,0.002863004,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
424,2.90E-05,3.68E-04,7.84E+02,6.41E+00,100.3239155,0.52,0.050886024,-9892.479773,2.05E+01,3.00E-01,0.014186433,3.59E-02,8.21E-03,1.017884379,0.002862121,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
425,2.63E-05,3.60E-04,7.82E+02,6.40E+00,100.2928706,0.5,0.050485136,-9892.600263,2.04E+01,2.97E-01,0.014183795,3.58E-02,8.18E-03,1.017884379,0.002861769,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
426,2.51E-05,3.47E-04,7.76E+02,6.39E+00,99.9844042,0.5,0.050485136,-9892.661002,2.04E+01,2.96E-01,0.014180247,3.58E-02,8.15E-03,1.017884379,0.002861494,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
427,2.38E-05,3.41E-04,7.69E+02,6.38E+00,99.66209867,0.5,0.050485136,-9892.741399,2.04E+01,2.93E-01,0.014169855,3.58E-02,8.13E-03,1.017884379,0.002861239,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
428,2.30E-05,3.33E-04,7.66E+02,6.37E+00,99.00732989,0.5,0.050461117,-9892.810367,2.04E+01,2.93E-01,0.014162319,3.58E-02,7.28E-03,1.017884379,0.002860761,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
429,2.22E-05,3.26E-04,7.60E+02,6.36E+00,98.85994625,0.5,0.050184743,-9892.906961,2.04E+01,2.92E-01,0.014157286,3.57E-02,7.26E-03,1.017884379,0.002860602,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
430,2.12E-05,3.16E-04,7.57E+02,6.34E+00,98.68770779,0.5,0.050139789,-9892.937752,2.04E+01,2.89E-01,0.014155393,3.57E-02,7.25E-03,1.017884379,0.002860467,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
431,1.98E-05,3.07E-04,7.52E+02,6.32E+00,98.46185091,0.5,0.050139789,-9893.146698,2.04E+01,2.84E-01,0.014152363,3.57E-02,7.24E-03,1.017884379,0.002860335,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
432,1.88E-05,2.94E-04,7.49E+02,6.31E+00,98.35590603,0.5,0.049965425,-9893.196554,2.04E+01,2.82E-01,0.014150529,3.57E-02,7.19E-03,1.017884379,0.002859073,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
433,1.81E-05,2.88E-04,7.45E+02,6.29E+00,98.2425012,0.5,0.049965425,-9893.306243,2.03E+01,2.76E-01,0.014149262,3.57E-02,7.18E-03,1.017884379,0.002858496,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
434,1.76E-05,2.71E-04,7.42E+02,6.27E+00,97.99577454,0.5,0.049884725,-9893.369898,2.03E+01,2.74E-01,0.01414633,3.57E-02,7.16E-03,1.017884379,0.002858407,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
435,1.65E-05,2.63E-04,7.39E+02,6.26E+00,97.5820149,0.5,0.049831092,-9893.402414,2.03E+01,2.65E-01,0.014142884,3.57E-02,7.15E-03,1.017884379,0.002858196,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
436,1.61E-05,2.57E-04,7.37E+02,6.23E+00,96.76512482,0.5,0.049412669,-9893.609551,2.02E+01,2.64E-01,0.014141665,3.56E-02,7.14E-03,1.017884379,0.00285791,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
437,1.53E-05,2.49E-04,7.34E+02,6.22E+00,96.55563729,0.5,0.048787606,-9893.61862,2.02E+01,2.64E-01,0.014139794,3.56E-02,7.12E-03,1.017884379,0.002857743,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
438,1.50E-05,2.44E-04,7.31E+02,6.22E+00,96.41617477,0.5,0.048787606,-9893.67222,2.02E+01,2.63E-01,0.014138057,3.56E-02,7.11E-03,1.017884379,0.002857533,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
439,1.41E-05,2.38E-04,7.26E+02,6.19E+00,96.23023488,0.5,0.048765761,-9893.712707,2.02E+01,2.63E-01,0.014136421,3.56E-02,7.10E-03,1.017884379,0.002857323,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
440,1.36E-05,2.31E-04,7.22E+02,6.18E+00,96.07259077,0.5,0.048534285,-9893.777942,2.01E+01,2.62E-01,0.014132677,3.56E-02,7.09E-03,1.017884379,0.002857101,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
441,1.31E-05,2.28E-04,7.18E+02,6.16E+00,95.86331805,0.5,0.048333999,-9893.909294,2.01E+01,2.53E-01,0.014131347,3.55E-02,7.08E-03,1.017884379,0.002856635,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
442,1.26E-05,2.19E-04,7.14E+02,6.14E+00,95.37202683,0.5,0.048289093,-9893.982671,2.01E+01,2.52E-01,0.014129128,3.55E-02,7.06E-03,1.017884379,0.002856142,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
443,1.22E-05,2.16E-04,7.10E+02,6.09E+00,95.24573212,0.5,0.048251626,-9894.34277,2.01E+01,2.51E-01,0.014127658,3.55E-02,7.06E-03,1.017884379,0.002855742,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
444,1.17E-05,2.10E-04,7.08E+02,6.08E+00,94.9505886,0.5,0.048251626,-9894.3547,2.01E+01,2.51E-01,0.01412564,3.55E-02,7.05E-03,1.017884379,0.00285503,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
445,1.14E-05,2.07E-04,7.03E+02,6.06E+00,94.52328974,0.5,0.048251626,-9894.418803,2.01E+01,2.50E-01,0.014124739,3.55E-02,7.04E-03,1.017884379,0.002854313,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
446,1.09E-05,2.02E-04,6.98E+02,6.04E+00,94.31359269,0.46,0.048179987,-9894.580422,2.01E+01,2.44E-01,0.014122976,3.55E-02,7.02E-03,1.017884379,0.002853839,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
447,9.52E-06,1.96E-04,6.92E+02,6.03E+00,93.97743226,0.46,0.047934969,-9895.103109,2.00E+01,2.44E-01,0.014121997,3.55E-02,7.02E-03,1.017884379,0.002853514,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
448,8.56E-06,1.92E-04,6.87E+02,6.02E+00,93.46356064,0.46,0.047934969,-9895.142219,2.00E+01,2.43E-01,0.01412101,3.55E-02,7.01E-03,1.017884379,0.002853078,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
449,8.27E-06,1.90E-04,6.82E+02,6.01E+00,93.22399213,0.44,0.047934969,-9895.158822,2.00E+01,2.34E-01,0.014119879,3.55E-02,7.01E-03,1.017884379,0.002852712,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
450,7.94E-06,1.83E-04,6.78E+02,5.99E+00,92.8389301,0.44,0.047466924,-9895.17749,2.00E+01,2.33E-01,0.0141187,3.34E-02,7.00E-03,1.017884379,0.002852268,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
451,7.52E-06,1.79E-04,6.72E+02,5.97E+00,92.62505818,0.44,0.047437881,-9895.643192,2.00E+01,2.31E-01,0.014117764,3.34E-02,6.94E-03,1.017884379,0.002851818,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
452,7.11E-06,1.72E-04,6.69E+02,5.96E+00,92.34289081,0.44,0.047098948,-9895.659662,2.00E+01,2.30E-01,0.014116671,3.34E-02,6.93E-03,1.017884379,0.00285138,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
453,6.80E-06,1.64E-04,6.63E+02,5.95E+00,92.06183553,0.44,0.047098948,-9895.673452,2.00E+01,2.26E-01,0.01411598,3.34E-02,6.82E-03,1.017884379,0.002851186,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
454,6.59E-06,1.61E-04,6.61E+02,5.92E+00,91.6996414,0.44,0.046903909,-9895.88002,2.00E+01,2.22E-01,0.014115231,3.34E-02,6.81E-03,1.017884379,0.00285066,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
455,6.15E-06,1.57E-04,6.58E+02,5.89E+00,91.53143454,0.44,0.046899193,-9895.890035,1.99E+01,2.21E-01,0.014113837,3.33E-02,6.79E-03,1.017884379,0.002850549,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
456,5.93E-06,1.54E-04,6.54E+02,5.88E+00,91.38250121,0.44,0.046775114,-9896.00708,1.99E+01,2.20E-01,0.014113166,3.33E-02,6.78E-03,1.017884379,0.002849676,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
457,5.57E-06,1.49E-04,6.50E+02,5.87E+00,91.00197355,0.44,0.046775114,-9896.066428,1.99E+01,2.20E-01,0.01411248,3.33E-02,6.78E-03,1.017884379,0.002849292,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
458,5.39E-06,1.44E-04,6.41E+02,5.84E+00,90.88186731,0.44,0.046158303,-9896.076746,1.99E+01,2.14E-01,0.014112073,3.33E-02,6.74E-03,1.017884379,0.002848604,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
459,5.30E-06,1.38E-04,6.37E+02,5.83E+00,90.77902926,0.44,0.045932464,-9896.156985,1.99E+01,2.03E-01,0.01411119,3.33E-02,6.73E-03,1.017884379,0.002847896,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
460,5.12E-06,1.35E-04,6.33E+02,5.80E+00,90.65479307,0.42,0.045932464,-9896.190275,1.99E+01,2.00E-01,0.014109781,3.16E-02,6.73E-03,1.017884379,0.002847324,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
461,4.91E-06,1.30E-04,6.27E+02,5.78E+00,90.31353194,0.42,0.045859804,-9896.216682,1.99E+01,1.99E-01,0.014108098,3.13E-02,6.72E-03,1.017884379,0.002846836,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
462,4.75E-06,1.25E-04,6.21E+02,5.76E+00,90.13958421,0.42,0.045859804,-9896.234087,1.99E+01,1.99E-01,0.014107349,3.13E-02,6.71E-03,1.017884379,0.002846535,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
463,4.66E-06,1.21E-04,6.16E+02,5.75E+00,89.7991685,0.42,0.045859804,-9896.315457,1.99E+01,1.99E-01,0.014106908,3.12E-02,6.71E-03,1.017884379,0.002846205,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
464,4.45E-06,1.18E-04,6.11E+02,5.73E+00,89.57218003,0.42,0.045859804,-9896.321109,1.99E+01,1.96E-01,0.014106456,3.12E-02,6.70E-03,1.017884379,0.002846119,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
465,4.28E-06,1.15E-04,6.08E+02,5.71E+00,89.35277024,0.42,0.045859804,-9896.506522,1.99E+01,1.91E-01,0.014105963,3.12E-02,6.70E-03,1.017884379,0.00284589,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
466,4.14E-06,1.13E-04,6.03E+02,5.69E+00,89.14933393,0.42,0.045859804,-9896.676716,1.99E+01,1.91E-01,0.014104797,3.12E-02,6.70E-03,1.017884379,0.002845582,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
467,3.97E-06,1.10E-04,6.01E+02,5.67E+00,89.03462324,0.4,0.045751207,-9896.783367,1.99E+01,1.91E-01,0.01410439,3.12E-02,6.69E-03,1.017884379,0.00284508,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
468,3.84E-06,1.07E-04,5.96E+02,5.65E+00,88.88495116,0.4,0.045710677,-9896.872397,1.98E+01,1.91E-01,0.014103905,3.12E-02,6.69E-03,1.017884379,0.002844482,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
469,3.68E-06,1.05E-04,5.93E+02,5.63E+00,88.81836341,0.4,0.045710677,-9896.954343,1.98E+01,1.90E-01,0.01410332,3.12E-02,6.68E-03,1.017884379,0.002843938,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
470,3.48E-06,1.03E-04,5.91E+02,5.63E+00,88.36159339,0.4,0.045417116,-9897.040259,1.98E+01,1.90E-01,0.014103019,3.12E-02,6.68E-03,1.017884379,0.002843474,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
471,3.31E-06,1.01E-04,5.90E+02,5.61E+00,88.25066805,0.4,0.045266513,-9897.112529,1.98E+01,1.89E-01,0.014102659,3.12E-02,6.68E-03,1.017884379,0.002843098,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
472,3.20E-06,9.77E-05,5.86E+02,5.59E+00,88.1853823,0.4,0.045205487,-9897.158973,1.98E+01,1.88E-01,0.014102259,3.12E-02,6.67E-03,1.017884379,0.002842312,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
473,3.07E-06,9.51E-05,5.84E+02,5.57E+00,88.0276142,0.4,0.045094676,-9897.202885,1.98E+01,1.83E-01,0.014102021,3.12E-02,6.67E-03,1.017884379,0.002841518,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
474,2.90E-06,9.39E-05,5.81E+02,5.56E+00,87.82621252,0.4,0.045043587,-9897.235094,1.98E+01,1.83E-01,0.014101857,3.12E-02,6.67E-03,1.017884379,0.002840949,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
475,2.77E-06,9.14E-05,5.80E+02,5.53E+00,87.5881221,0.4,0.045043587,-9897.257874,1.98E+01,1.82E-01,0.014101549,3.12E-02,6.66E-03,1.017884379,0.002840039,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
476,2.62E-06,8.97E-05,5.72E+02,5.51E+00,87.53686535,0.4,0.045018008,-9897.276859,1.98E+01,1.82E-01,0.01410134,3.12E-02,6.66E-03,1.017884379,0.002839839,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
477,2.54E-06,8.85E-05,5.69E+02,5.50E+00,87.39464986,0.4,0.045018008,-9897.479274,1.98E+01,1.78E-01,0.014100973,3.12E-02,6.66E-03,1.017884379,0.002839282,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
478,2.47E-06,8.63E-05,5.66E+02,5.49E+00,87.11231107,0.4,0.045018008,-9897.585348,1.98E+01,1.75E-01,0.014100484,3.12E-02,6.65E-03,1.017884379,0.00283863,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
479,2.41E-06,8.45E-05,5.63E+02,5.48E+00,87.00529112,0.4,0.044855698,-9898.09476,1.98E+01,1.74E-01,0.014100272,3.12E-02,6.65E-03,1.017884379,0.002838066,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
480,2.32E-06,8.26E-05,5.55E+02,5.46E+00,86.93902907,0.4,0.044665407,-9898.2521,1.98E+01,1.74E-01,0.01410008,2.92E-02,6.65E-03,1.017884379,0.002837857,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
481,2.24E-06,7.96E-05,5.49E+02,5.45E+00,86.66074546,0.4,0.044665407,-9898.261089,1.98E+01,1.65E-01,0.014099665,2.92E-02,6.65E-03,1.017884379,0.00283725,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
482,2.18E-06,7.82E-05,5.42E+02,5.44E+00,86.55835833,0.4,0.044542463,-9898.295408,1.98E+01,1.60E-01,0.014099499,2.91E-02,6.64E-03,1.017884379,0.002837066,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
483,2.07E-06,7.67E-05,5.38E+02,5.42E+00,86.39213126,0.36,0.044483341,-9898.322489,1.97E+01,1.60E-01,0.014099366,2.91E-02,6.64E-03,1.017884379,0.002836538,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
484,2.00E-06,7.43E-05,5.33E+02,5.41E+00,86.32437338,0.36,0.044297204,-9898.740011,1.97E+01,1.59E-01,0.014099264,2.91E-02,6.64E-03,1.017884379,0.002836317,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
485,1.98E-06,7.31E-05,5.29E+02,5.40E+00,86.14369508,0.36,0.044240661,-9898.810086,1.97E+01,1.59E-01,0.014099076,2.91E-02,6.63E-03,1.017884379,0.0028361,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
486,1.93E-06,7.08E-05,5.26E+02,5.39E+00,85.92663892,0.36,0.044159242,-9898.893131,1.97E+01,1.59E-01,0.014098775,2.91E-02,6.63E-03,1.017884379,0.002835507,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
487,1.89E-06,6.91E-05,5.23E+02,5.37E+00,85.82023862,0.36,0.044159242,-9899.082111,1.97E+01,1.53E-01,0.014098593,2.91E-02,6.63E-03,1.017884379,0.00283484,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
488,1.84E-06,6.85E-05,5.19E+02,5.36E+00,85.74694978,0.36,0.044058618,-9899.133497,1.97E+01,1.53E-01,0.014098416,2.91E-02,6.63E-03,1.017884379,0.00283448,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
489,1.78E-06,6.60E-05,5.12E+02,5.34E+00,85.12705501,0.36,0.043922503,-9899.160287,1.97E+01,1.52E-01,0.014098212,2.90E-02,6.63E-03,1.017884379,0.00283439,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
490,1.74E-06,6.47E-05,5.08E+02,5.32E+00,85.02345371,0.36,0.043922503,-9899.247159,1.97E+01,1.41E-01,0.014098099,2.90E-02,6.63E-03,1.017884379,0.002834031,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
491,1.69E-06,6.35E-05,5.03E+02,5.29E+00,84.96138142,0.36,0.043922503,-9899.266463,1.97E+01,1.41E-01,0.014097944,2.89E-02,6.63E-03,1.017884379,0.00283334,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
492,1.61E-06,6.25E-05,5.00E+02,5.28E+00,84.75130177,0.36,0.043850608,-9899.273252,1.97E+01,1.35E-01,0.014097846,2.86E-02,6.62E-03,1.017884379,0.002832976,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
493,1.58E-06,5.99E-05,4.99E+02,5.27E+00,84.71681394,0.36,0.043850608,-9899.341392,1.97E+01,1.35E-01,0.014097634,2.73E-02,6.62E-03,1.017884379,0.002832603,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
494,1.47E-06,5.79E-05,4.97E+02,5.26E+00,84.64781979,0.36,0.043850608,-9899.817194,1.97E+01,1.34E-01,0.014097483,2.73E-02,6.62E-03,1.017884379,0.002832253,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
495,1.43E-06,5.69E-05,4.94E+02,5.24E+00,84.60528099,0.36,0.043634128,-9899.861083,1.97E+01,1.34E-01,0.014097362,2.72E-02,6.62E-03,1.017884379,0.002831935,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
496,1.39E-06,5.48E-05,4.90E+02,5.23E+00,84.52627993,0.36,0.043634128,-9899.912136,1.97E+01,1.34E-01,0.014097276,2.71E-02,6.62E-03,1.017884379,0.002831083,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
497,1.34E-06,5.34E-05,4.86E+02,5.21E+00,84.10349154,0.36,0.043550312,-9900.024538,1.97E+01,1.29E-01,0.014097105,2.70E-02,6.62E-03,1.017884379,0.002830812,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
498,1.29E-06,4.82E-05,4.83E+02,5.20E+00,83.80374299,0.36,0.043288933,-9900.195978,1.97E+01,1.21E-01,0.01409689,2.70E-02,6.62E-03,1.017884379,0.002830453,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
499,1.26E-06,4.67E-05,4.80E+02,5.19E+00,83.71856361,0.36,0.043288933,-9900.343113,1.97E+01,1.21E-01,0.014096753,2.70E-02,6.62E-03,1.017884379,0.002830358,-1.031628453,0.397887358,3,-3.862782148,-3.279193648,-4.987624315,-4.530862787,-4.704333525
