APSO,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
94,5.67E+01,2.21E+00,5.43E+03,1.66E+01,6135.430038,65.26,0.171249988,-8046.115076,8.02E+01,3.82E+00,1.475081062,7.31E+00,47.83262366,2.02173392,0.003023106,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
95,5.50E+01,2.14E+00,5.35E+03,1.65E+01,5926.964472,63.28,0.166956312,-8051.850015,7.96E+01,3.77E+00,1.458787493,7.11E+00,47.5157007,2.021733919,0.003022089,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
96,5.17E+01,2.07E+00,5.32E+03,1.65E+01,5627.159714,60.66,0.166185572,-8071.419864,7.91E+01,3.72E+00,1.444156842,6.87E+00,43.42931988,2.021733837,0.003021417,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
97,5.00E+01,2.01E+00,5.31E+03,1.64E+01,5419.133429,58.84,0.165665404,-8092.437605,7.85E+01,3.68E+00,1.43E+00,6.67E+00,41.74369428,1.927101082,0.003021059,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
98,4.80E+01,1.98E+00,5.26E+03,1.63E+01,5267.283614,56.82,0.162588199,-8110.10925,7.79E+01,3.64E+00,1.41E+00,6.54E+00,40.68264871,1.925047413,0.003020295,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
99,4.59E+01,1.93E+00,5.23E+03,1.62E+01,5010.184899,55.44,0.161802368,-8130.976271,7.74E+01,3.60E+00,1.39E+00,6.40E+00,39.8272615,1.925037453,0.00301957,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
100,4.41E+01,1.86E+00,5.18E+03,1.61E+01,4924.559197,53,0.161039571,-8149.103661,7.66E+01,3.56E+00,1.38E+00,6.28E+00,37.77226638,1.925037451,0.003019343,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
101,4.21E+01,1.79E+00,5.15E+03,1.60E+01,4803.672905,50.74,0.159798517,-8171.139764,7.61E+01,3.55E+00,1.36E+00,6.09E+00,36.79564923,1.92503745,0.003017885,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
102,4.10E+01,1.73E+00,5.12E+03,1.60E+01,4696.647773,49.66,0.156428554,-8195.79366,7.52E+01,3.51E+00,1.35E+00,6.00E+00,35.55731078,1.925037449,0.003016756,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
103,3.89E+01,1.69E+00,5.10E+03,1.59E+01,4527.5884,47.88,0.155636578,-8206.966408,7.39E+01,3.48E+00,1.33E+00,5.85E+00,34.55896763,1.92503743,0.003015981,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
104,3.75E+01,1.65E+00,5.08E+03,1.58E+01,4424.75044,45.78,0.155495957,-8233.793434,7.34E+01,3.45E+00,1.32E+00,5.78E+00,33.22105698,1.925037429,0.003015182,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
105,3.64E+01,1.61E+00,5.04E+03,1.58E+01,4314.946409,43.76,0.152914019,-8246.469404,7.28E+01,3.41E+00,1.30E+00,5.65E+00,32.44966381,1.925037429,0.003014768,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
106,3.48E+01,1.56E+00,5.00E+03,1.57E+01,4250.696511,42.5,0.152360556,-8261.927879,7.23E+01,3.39E+00,1.30E+00,5.55E+00,29.34027911,1.925037429,0.00301413,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
107,3.29E+01,1.52E+00,4.96E+03,1.56E+01,4089.100469,41.2,0.150082353,-8282.52512,7.15E+01,3.35E+00,1.28E+00,5.43E+00,28.78318398,1.905179477,0.003013013,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
108,3.11E+01,1.48E+00,4.90E+03,1.56E+01,3998.763118,39.86,0.149280775,-8304.133257,7.11E+01,3.32E+00,1.27E+00,5.34E+00,27.96007091,1.905164381,0.003011634,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
109,3.04E+01,1.44E+00,4.88E+03,1.55E+01,3976.160553,38.76,0.149041668,-8318.292932,7.05E+01,3.29E+00,1.25E+00,5.21E+00,27.40193308,1.885667206,0.003011211,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
110,2.88E+01,1.40E+00,4.85E+03,1.55E+01,3899.253734,37.02,0.148689176,-8328.454346,6.98E+01,3.25E+00,1.24E+00,5.08E+00,27.1823819,1.885667206,0.003010674,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
111,2.79E+01,1.38E+00,4.81E+03,1.54E+01,3840.949482,35.4,0.147625886,-8342.966324,6.93E+01,3.21E+00,1.23E+00,4.96E+00,26.31209163,1.885667055,0.003009838,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
112,2.62E+01,1.34E+00,4.78E+03,1.54E+01,3784.658591,34.18,0.146123158,-8356.91888,6.90E+01,3.18E+00,1.22E+00,4.83E+00,25.57201873,1.885667045,0.003008964,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
113,2.49E+01,1.31E+00,4.74E+03,1.54E+01,3711.557029,32.88,0.145462708,-8366.797262,6.86E+01,3.16E+00,1.21E+00,4.73E+00,25.23253267,1.885667044,0.003008036,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
114,2.40E+01,1.28E+00,4.71E+03,1.54E+01,3650.137951,32.28,0.145062051,-8378.817844,6.81E+01,3.13E+00,1.20E+00,4.67E+00,24.75884299,1.885667043,0.003007625,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
115,2.33E+01,1.25E+00,4.64E+03,1.53E+01,3546.633168,31.6,0.144448494,-8403.156463,6.76E+01,3.10E+00,1.19E+00,4.57E+00,24.27353738,1.885667042,0.003007227,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
116,2.23E+01,1.23E+00,4.60E+03,1.51E+01,3467.828122,30.86,0.144408374,-8430.836289,6.75E+01,3.07E+00,1.19E+00,4.49E+00,23.5507101,1.866056348,0.003006896,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
117,2.16E+01,1.20E+00,4.56E+03,1.51E+01,3419.890333,29.62,0.143986133,-8438.200408,6.68E+01,3.02E+00,1.18E+00,4.39E+00,22.82763111,1.866056348,0.003006502,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
118,2.03E+01,1.18E+00,4.54E+03,1.50E+01,3377.051454,29.32,0.143812244,-8461.180413,6.62E+01,2.98E+00,1.17E+00,4.27E+00,22.36074591,1.866056348,0.003005882,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
119,1.97E+01,1.15E+00,4.51E+03,1.49E+01,3316.358684,28.14,0.14305627,-8474.659969,6.55E+01,2.97E+00,1.16E+00,4.18E+00,21.72881925,1.866056348,0.003005583,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
120,1.84E+01,1.12E+00,4.46E+03,1.49E+01,3259.229641,27.38,0.142055844,-8497.158331,6.53E+01,2.94E+00,1.15E+00,4.05E+00,21.4981389,1.865825335,0.003005161,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
121,1.77E+01,1.09E+00,4.43E+03,1.48E+01,3228.374268,26.52,0.142055844,-8514.099473,6.48E+01,2.91E+00,1.14E+00,4.00E+00,21.16492687,1.865825335,0.003004818,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
122,1.66E+01,1.05E+00,4.40E+03,1.48E+01,3172.541907,25.7,0.141395243,-8523.458837,6.41E+01,2.87E+00,1.14E+00,3.91E+00,20.72741139,1.865825335,0.003004424,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
123,1.57E+01,1.03E+00,4.37E+03,1.47E+01,3142.007485,24.68,0.140342237,-8538.414585,6.38E+01,2.84E+00,1.13E+00,3.84E+00,20.28011912,1.865825335,0.00300419,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
124,1.50E+01,1.00E+00,4.32E+03,1.46E+01,3119.274799,23.82,0.140023995,-8548.037715,6.33E+01,2.82E+00,1.13E+00,3.76E+00,19.52350594,1.865795025,0.003003454,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
125,1.45E+01,9.80E-01,4.30E+03,1.46E+01,3079.199208,22.86,0.139090455,-8562.773555,6.29E+01,2.80E+00,1.12E+00,3.70E+00,18.94377144,1.865795025,0.003003023,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
126,1.39E+01,9.52E-01,4.27E+03,1.46E+01,3045.655731,22.06,0.138484962,-8574.313733,6.25E+01,2.76E+00,1.12E+00,3.60E+00,18.55116124,1.8657865,0.003002733,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
127,1.33E+01,9.34E-01,4.25E+03,1.45E+01,3007.522299,21.68,0.137923595,-8584.06386,6.21E+01,2.73E+00,1.11E+00,3.55E+00,18.35865727,1.8657865,0.003001298,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
128,1.25E+01,9.11E-01,4.23E+03,1.45E+01,2970.901739,20.36,0.137825835,-8591.900507,6.15E+01,2.71E+00,1.11E+00,3.46E+00,17.91241399,1.8657865,0.003000967,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
129,1.16E+01,8.87E-01,4.20E+03,1.45E+01,2942.058575,19.74,0.134984115,-8603.626149,6.10E+01,2.69E+00,1.10E+00,3.40E+00,17.61555789,1.8657865,0.002999955,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
130,1.11E+01,8.64E-01,4.17E+03,1.45E+01,2921.802978,18.96,0.132266539,-8618.70132,6.07E+01,2.66E+00,1.10E+00,3.34E+00,17.38366003,1.8657865,0.002999635,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
131,1.07E+01,8.27E-01,4.15E+03,1.44E+01,2869.382169,18.32,0.131592054,-8622.161779,6.01E+01,2.65E+00,1.09E+00,3.27E+00,16.99730916,1.8657865,0.002998526,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
132,1.04E+01,7.93E-01,4.13E+03,1.43E+01,2836.937512,17.4,0.13098681,-8634.481094,5.95E+01,2.62E+00,1.09E+00,3.21E+00,16.31970227,1.8657865,0.002998054,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
133,1.01E+01,7.78E-01,4.11E+03,1.43E+01,2808.638554,17,0.130710669,-8653.130733,5.93E+01,2.58E+00,1.08E+00,3.16E+00,15.8734368,1.8657865,0.002997451,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
134,9.72E+00,7.60E-01,4.08E+03,1.43E+01,2791.979587,16.7,0.130335705,-8664.195811,5.89E+01,2.55E+00,1.08E+00,3.12E+00,15.5602849,1.8657865,0.002997015,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
135,9.34E+00,7.39E-01,4.05E+03,1.42E+01,2756.079011,16.4,0.128213354,-8680.679957,5.86E+01,2.53E+00,1.08E+00,3.08E+00,15.21970854,1.8657865,0.002996636,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
136,8.91E+00,7.23E-01,4.03E+03,1.42E+01,2736.154946,16.06,0.127330521,-8692.840461,5.82E+01,2.51E+00,1.07E+00,3.02E+00,14.95915619,1.8657865,0.002996134,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
137,8.51E+00,7.12E-01,3.99E+03,1.41E+01,2725.106506,15.86,0.126487447,-8702.449988,5.79E+01,2.48E+00,1.07E+00,2.98E+00,14.6139695,1.8657865,0.002995583,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
138,8.15E+00,6.85E-01,3.95E+03,1.40E+01,2707.5656,15.5,0.125959399,-8718.614307,5.77E+01,2.45E+00,1.07E+00,2.93E+00,14.40149457,1.8657865,0.002995322,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
139,7.86E+00,6.68E-01,3.92E+03,1.40E+01,2677.020301,15.12,0.124701348,-8728.114469,5.74E+01,2.44E+00,1.06E+00,2.89E+00,13.83889352,1.8657865,0.002994624,-1.031628453,0.397887358,3,-3.862782148,-3.276575235,-4.987624315,-4.530862787,-4.704333525
140,7.60E+00,6.56E-01,3.90E+03,1.40E+01,2665.105523,14.66,0.124464725,-8734.995084,5.71E+01,2.41E+00,1.06E+00,2.85E+00,13.51605451,1.8657865,0.002994371,-1.031628453,0.397887358,3,-3.862782148,-3.277883452,-4.987624315,-4.530862787,-4.704333525
141,7.33E+00,6.37E-01,3.87E+03,1.39E+01,2642.33384,14.14,0.123850808,-8737.184315,5.68E+01,2.39E+00,1.06E+00,2.80E+00,13.29972798,1.8657865,0.002992789,-1.031628453,0.397887358,3,-3.862782148,-3.279191568,-4.987624315,-4.530862787,-4.704333525
142,7.03E+00,6.21E-01,3.85E+03,1.39E+01,2633.557543,14.02,0.123850808,-8742.140893,5.62E+01,2.37E+00,1.05E+00,2.75E+00,12.98117686,1.8657865,0.002991772,-1.031628453,0.397887358,3,-3.862782148,-3.279191568,-4.987624315,-4.530862787,-4.704333525
143,6.78E+00,6.06E-01,3.82E+03,1.38E+01,2615.413915,13.74,0.123481083,-8756.655929,5.57E+01,2.35E+00,1.05E+00,2.69E+00,12.64377762,1.8657865,0.002991288,-1.031628453,0.397887358,3,-3.862782148,-3.279191944,-4.987624315,-4.530862787,-4.704333525
144,6.45E+00,5.87E-01,3.76E+03,1.38E+01,2600.849006,13.38,0.123481083,-8765.171254,5.55E+01,2.32E+00,1.04E+00,2.66E+00,12.21089817,1.8657865,0.002990925,-1.031628453,0.397887358,3,-3.862782148,-3.279192037,-4.987624315,-4.530862787,-4.704333525
145,6.16E+00,5.77E-01,3.73E+03,1.38E+01,2588.983186,13.02,0.123136857,-8768.866238,5.54E+01,2.31E+00,1.04E+00,2.63E+00,11.94224703,1.8657865,0.002990799,-1.031628453,0.397887358,3,-3.862782148,-3.279192241,-4.987624315,-4.530862787,-4.704333525
146,5.85E+00,5.58E-01,3.71E+03,1.37E+01,2573.06971,12.84,0.123120907,-8781.049854,5.50E+01,2.29E+00,1.04E+00,2.60E+00,11.735233,1.8657865,0.002990611,-1.031628453,0.397887358,3,-3.862782148,-3.279192241,-4.987624315,-4.530862787,-4.704333525
147,5.63E+00,5.45E-01,3.69E+03,1.37E+01,2557.254268,12.5,0.122118548,-8790.841501,5.45E+01,2.27E+00,1.03E+00,2.55E+00,11.53749701,1.8657865,0.002990129,-1.031628453,0.397887358,3,-3.862782148,-3.279192248,-4.987624315,-4.530862787,-4.704333525
148,5.44E+00,5.34E-01,3.66E+03,1.36E+01,2537.478282,12.1,0.118962813,-8799.170291,5.41E+01,2.24E+00,1.03E+00,2.50E+00,11.30081534,1.8657865,0.00298952,-1.031628453,0.397887358,3,-3.862782148,-3.279192248,-4.987624315,-4.530862787,-4.704333525
149,5.22E+00,5.26E-01,3.63E+03,1.36E+01,2526.530724,11.3,0.118209379,-8803.396344,5.40E+01,2.22E+00,1.02E+00,2.46E+00,11.1441655,1.8657865,0.002989113,-1.031628453,0.397887358,3,-3.862782148,-3.279192248,-4.987624315,-4.530862787,-4.704333525
150,4.88E+00,5.14E-01,3.62E+03,1.35E+01,2517.640766,11.02,0.117312197,-8811.750573,5.38E+01,2.21E+00,1.02E+00,2.42E+00,10.89461808,1.8657865,0.002988556,-1.031628453,0.397887358,3,-3.862782148,-3.279192248,-4.987624315,-4.530862787,-4.704333525
151,4.66E+00,5.02E-01,3.58E+03,1.35E+01,2503.621762,10.72,0.117312197,-8817.90124,5.35E+01,2.19E+00,1.01E+00,2.37E+00,10.63905932,1.8657865,0.00298822,-1.031628453,0.397887358,3,-3.862782148,-3.279192258,-4.987624315,-4.530862787,-4.704333525
152,4.49E+00,4.93E-01,3.56E+03,1.35E+01,2493.747481,10.38,0.117312197,-8829.265961,5.32E+01,2.17E+00,1.01E+00,2.34E+00,10.48036708,1.846063601,0.002987737,-1.031628453,0.397887358,3,-3.862782148,-3.279192263,-4.987624315,-4.530862787,-4.704333525
153,4.36E+00,4.80E-01,3.55E+03,1.34E+01,2485.392494,10.08,0.117009452,-8836.148975,5.30E+01,2.16E+00,1.01E+00,2.31E+00,10.13794263,1.846063601,0.002986833,-1.031628453,0.397887358,3,-3.862782148,-3.279192265,-4.987624315,-4.530862787,-4.704333525
154,3.98E+00,4.70E-01,3.52E+03,1.34E+01,2470.294366,9.72,0.116671584,-8857.243439,5.28E+01,2.14E+00,9.99E-01,2.28E+00,9.915111227,1.747446832,0.002986472,-1.031628453,0.397887358,3,-3.862782148,-3.279192266,-4.987624315,-4.530862787,-4.704333525
155,3.81E+00,4.56E-01,3.51E+03,1.33E+01,2458.446007,9.46,0.116671584,-8865.485375,5.25E+01,2.13E+00,9.94E-01,2.23E+00,9.713449252,1.648834264,0.002985963,-1.031628453,0.397887358,3,-3.862782148,-3.279192267,-4.987624315,-4.530862787,-4.704333525
156,3.67E+00,4.43E-01,3.48E+03,1.33E+01,2450.805558,9.32,0.116343497,-8874.533231,5.22E+01,2.10E+00,9.90E-01,2.21E+00,9.532237514,1.648834264,0.002985585,-1.031628453,0.397887358,3,-3.862782148,-3.279192391,-4.987624315,-4.530862787,-4.704333525
157,3.54E+00,4.30E-01,3.46E+03,1.32E+01,2441.465259,9.1,0.115944416,-8885.472502,5.21E+01,2.09E+00,9.85E-01,2.16E+00,9.3453781,1.648834264,0.002985265,-1.031628453,0.397887358,3,-3.862782148,-3.27919246,-4.987624315,-4.530862787,-4.704333525
158,3.34E+00,4.22E-01,3.42E+03,1.32E+01,2432.83016,8.86,0.115621759,-8896.011708,5.17E+01,2.08E+00,9.81E-01,2.14E+00,9.104709803,1.648830028,0.0029849,-1.031628453,0.397887358,3,-3.862782148,-3.27919246,-4.987624315,-4.530862787,-4.704333525
159,3.26E+00,4.13E-01,3.41E+03,1.32E+01,2423.515826,8.74,0.115117855,-8907.54655,5.16E+01,2.06E+00,9.72E-01,2.10E+00,8.92143174,1.648830028,0.002984408,-1.031628453,0.397887358,3,-3.862782148,-3.27919246,-4.987624315,-4.530862787,-4.704333525
160,3.13E+00,4.04E-01,3.41E+03,1.31E+01,2418.112712,8.54,0.11504062,-8915.073972,5.11E+01,2.04E+00,9.66E-01,2.06E+00,8.710755164,1.628950058,0.002983986,-1.031628453,0.397887358,3,-3.862782148,-3.27919246,-4.987624315,-4.530862787,-4.704333525
161,3.00E+00,3.97E-01,3.38E+03,1.31E+01,2407.456437,8.48,0.114421507,-8920.972834,5.08E+01,2.03E+00,9.60E-01,2.03E+00,8.432283655,1.435222285,0.002983718,-1.031628453,0.397887358,3,-3.862782148,-3.27919246,-4.987624315,-4.530862787,-4.704333525
162,2.90E+00,3.91E-01,3.35E+03,1.30E+01,2398.031511,8.24,0.1133927,-8926.777902,5.07E+01,2.02E+00,9.51E-01,2.00E+00,8.258947434,1.433647156,0.002983428,-1.031628453,0.397887358,3,-3.862782148,-3.27919246,-4.987624315,-4.530862787,-4.704333525
163,2.78E+00,3.82E-01,3.34E+03,1.30E+01,2389.610953,8.02,0.113345517,-8937.633826,5.04E+01,2.01E+00,9.46E-01,1.97E+00,8.053390277,1.413767428,0.002983147,-1.031628453,0.397887358,3,-3.862782148,-3.27919246,-4.987624315,-4.530862787,-4.704333525
164,2.66E+00,3.73E-01,3.32E+03,1.30E+01,2382.375657,7.82,0.112193337,-8947.705823,5.02E+01,2.00E+00,9.42E-01,1.94E+00,7.926420527,1.413766968,0.00298248,-1.031628453,0.397887358,3,-3.862782148,-3.27919246,-4.987624315,-4.530862787,-4.704333525
165,2.54E+00,3.66E-01,3.28E+03,1.30E+01,2376.135819,7.4,0.110718406,-8952.647698,4.99E+01,1.99E+00,9.34E-01,1.91E+00,7.835432165,1.393978712,0.002981905,-1.031628453,0.397887358,3,-3.862782148,-3.27919246,-4.987624315,-4.530862787,-4.704333525
166,2.42E+00,3.58E-01,3.25E+03,1.29E+01,579.6364354,7.28,0.110718406,-8955.25697,4.97E+01,1.97E+00,9.26E-01,1.89E+00,7.681251513,1.374913303,0.002981446,-1.031628453,0.397887358,3,-3.862782148,-3.27919246,-4.987624315,-4.530862787,-4.704333525
167,2.32E+00,3.51E-01,3.23E+03,1.29E+01,568.9478049,6.78,0.109900326,-8964.604316,4.94E+01,1.96E+00,9.15E-01,1.86E+00,7.461067949,1.374091871,0.002981018,-1.031628453,0.397887358,3,-3.862782148,-3.27919246,-4.987624315,-4.530862787,-4.704333525
168,2.21E+00,3.42E-01,3.22E+03,1.29E+01,553.0436927,6.64,0.109608655,-8977.811687,4.93E+01,1.95E+00,9.06E-01,1.84E+00,7.330176945,1.374091871,0.002980529,-1.031628453,0.397887358,3,-3.862782148,-3.27919246,-4.987624315,-4.530862787,-4.704333525
169,2.13E+00,3.37E-01,3.20E+03,1.29E+01,545.3213554,6.3,0.109488451,-8984.569984,4.90E+01,1.93E+00,8.97E-01,1.81E+00,7.154128091,1.374091309,0.002979524,-1.031628453,0.397887358,3,-3.862782148,-3.279192461,-4.987624315,-4.530862787,-4.704333525
170,2.06E+00,3.31E-01,3.18E+03,1.28E+01,541.825771,6.18,0.109488451,-8996.786842,4.88E+01,1.92E+00,8.90E-01,1.78E+00,6.944677975,1.374091246,0.002978976,-1.031628453,0.397887358,3,-3.862782148,-3.279192461,-4.987624315,-4.530862787,-4.704333525
171,1.95E+00,3.25E-01,3.15E+03,1.28E+01,532.4302702,6.06,0.107331045,-9004.7034,4.86E+01,1.91E+00,8.82E-01,1.75E+00,6.797817952,1.374083675,0.002978513,-1.031628453,0.397887358,3,-3.862782148,-3.279193027,-4.987624315,-4.530862787,-4.704333525
172,1.83E+00,3.20E-01,3.13E+03,1.28E+01,527.4605268,6,0.10614002,-9010.842018,4.83E+01,1.89E+00,8.71E-01,1.74E+00,6.663917647,1.374083674,0.002977928,-1.031628453,0.397887358,3,-3.862782148,-3.279193027,-4.987624315,-4.530862787,-4.704333525
173,1.74E+00,3.16E-01,3.12E+03,1.28E+01,515.0889222,5.94,0.105927105,-9024.003692,4.80E+01,1.88E+00,8.60E-01,1.73E+00,6.547696914,1.374083674,0.002977403,-1.031628453,0.397887358,3,-3.862782148,-3.279193029,-4.987624315,-4.530862787,-4.704333525
174,1.70E+00,3.08E-01,3.08E+03,1.27E+01,511.8185528,5.82,0.105927105,-9027.188686,4.77E+01,1.87E+00,8.46E-01,1.71E+00,6.259611103,1.37408334,0.0029765,-1.031628453,0.397887358,3,-3.862782148,-3.279193061,-4.987624315,-4.530862787,-4.704333525
175,1.65E+00,3.03E-01,3.06E+03,1.26E+01,506.5377981,5.8,0.105573906,-9030.604901,4.75E+01,1.87E+00,8.35E-01,1.69E+00,6.146806359,1.37408334,0.002975968,-1.031628453,0.397887358,3,-3.862782148,-3.279193607,-4.987624315,-4.530862787,-4.704333525
176,1.60E+00,2.98E-01,3.05E+03,1.26E+01,502.0665092,5.68,0.104985927,-9040.166821,4.72E+01,1.85E+00,8.24E-01,1.67E+00,5.974819017,1.37408334,0.002975701,-1.031628453,0.397887358,3,-3.862782148,-3.279193609,-4.987624315,-4.530862787,-4.704333525
177,1.54E+00,2.94E-01,3.04E+03,1.26E+01,495.9512281,5.52,0.103815544,-9049.0031,4.69E+01,1.83E+00,8.16E-01,1.64E+00,5.802903739,1.36023234,0.002975457,-1.031628453,0.397887358,3,-3.862782148,-3.27919361,-4.987624315,-4.530862787,-4.704333525
178,1.50E+00,2.86E-01,3.02E+03,1.25E+01,490.4812544,5.5,0.103637435,-9057.345967,4.68E+01,1.81E+00,8.03E-01,1.62E+00,5.6459919,1.36023234,0.002975241,-1.031628453,0.397887358,3,-3.862782148,-3.279193611,-4.987624315,-4.530862787,-4.704333525
179,1.39E+00,2.82E-01,3.00E+03,1.25E+01,483.8582992,5.38,0.103637435,-9064.55745,4.67E+01,1.80E+00,7.92E-01,1.60E+00,5.498407858,1.275773015,0.002974642,-1.031628453,0.397887358,3,-3.862782148,-3.279193612,-4.987624315,-4.530862787,-4.704333525
180,1.34E+00,2.78E-01,2.98E+03,1.25E+01,479.4381615,5.3,0.103473412,-9069.590204,4.65E+01,1.78E+00,7.81E-01,1.58E+00,5.375352075,1.275773015,0.00297372,-1.031628453,0.397887358,3,-3.862782148,-3.279193613,-4.987624315,-4.530862787,-4.704333525
181,1.27E+00,2.73E-01,2.94E+03,1.25E+01,474.9734579,5.18,0.103297696,-9076.338703,4.60E+01,1.76E+00,7.67E-01,1.56E+00,5.314435142,1.275773015,0.002973515,-1.031628453,0.397887358,3,-3.862782148,-3.279193614,-4.987624315,-4.530862787,-4.704333525
182,1.20E+00,2.69E-01,2.91E+03,1.24E+01,468.4729526,5.12,0.102859035,-9081.991015,4.57E+01,1.75E+00,7.59E-01,1.53E+00,5.174108043,1.275773015,0.002972736,-1.031628453,0.397887358,3,-3.862782148,-3.279193614,-4.987624315,-4.530862787,-4.704333525
183,1.15E+00,2.65E-01,2.89E+03,1.24E+01,465.4886114,5.02,0.10283007,-9099.781633,4.56E+01,1.72E+00,7.44E-01,1.50E+00,5.042406516,1.275467789,0.002972173,-1.031628453,0.397887358,3,-3.862782148,-3.279193614,-4.987624315,-4.530862787,-4.704333525
184,1.09E+00,2.50E-01,2.87E+03,1.23E+01,461.7427911,4.98,0.10283007,-9108.568954,4.53E+01,1.71E+00,7.30E-01,1.49E+00,4.901516254,1.275467789,0.002971709,-1.031628453,0.397887358,3,-3.862782148,-3.279193616,-4.987624315,-4.530862787,-4.704333525
185,1.04E+00,2.12E-01,2.85E+03,1.23E+01,458.3113871,4.86,0.10283007,-9119.099452,4.51E+01,1.70E+00,7.17E-01,1.47E+00,4.720500354,1.275467789,0.002971348,-1.031628453,0.397887358,3,-3.862782148,-3.279193616,-4.987624315,-4.530862787,-4.704333525
186,1.01E+00,2.06E-01,2.83E+03,1.23E+01,451.5594323,4.82,0.10244505,-9132.297339,4.51E+01,1.69E+00,7.04E-01,1.45E+00,4.573442196,1.275467789,0.002970922,-1.031628453,0.397887358,3,-3.862782148,-3.279193616,-4.987624315,-4.530862787,-4.704333525
