,Sphere,Rastrigin,Ackley,Griewank,Schwefel P2.22,Rosenbrock,Sehwwefel P2.21,Quartic,Schwefel P1.2,Penalized 1,Penalized 2,Schwefel P2.26,Step,Kowalik,Shekel Foxholes,Goldstein-Price,Shekel 5,Branin,Hartmann 3,Shekel 7,Shekel 10,Six-Hump Camel-Back,Hartmann 6,Zakharov,Sum Squares,Alpine,Michalewicz,Exponential,Schaffer,Bent Cigar,Bohachevsky 1,Elliptic,Drop Wave,Cosine Mixture,Ellipsoidal,Levy and Montalvo 1
avg,0.0007035690418329569,1.926158482348228e-06,0.05725522189250791,0.020256209713674672,0.012336719056805839,167.3698000896711,6.36060115654964,0.05102255751836836,906.0099771119391,0.02663592310788966,0.011269083005168655,-9528.028972437349,0.1,0.0025299205873459242,0.9980038377944497,2.9999999999999205,-6.040303417593318,0.3978873577297378,-3.8627821478207527,-6.632826009424308,-5.054635917888563,-1.031628453489878,-3.274437923056279,86.92246407106643,0.00011117942700948871,0.0023499521214319034,-1.8013034100985548,-0.9999999515309955,0.002455858171496407,1613.1370216861292,0.0,0.0005037382824601627,-0.9999999999999806,-2.934963547243513,0.5403660355339431,0.010367386016858639
std,0.0009850027008712443,2.7777221616119368e-06,0.16189780265102993,0.025128145785176487,0.010347065647367844,422.00890638099224,1.4687613659891157,0.017705937626507264,427.04200815226994,0.070311355300553,0.012651754569114075,720.7472869143181,0.5744562646538031,0.005954756760745392,1.1102230246251565e-16,1.882016329483446e-15,3.34676120200734,3.3306690738754696e-16,3.041930048216505e-15,3.6836112213469843,3.269433182280434,2.472584076520522e-16,0.05824549623212128,53.050384156450946,0.0002164121636757576,0.005690324677776692,1.1102230246251565e-15,1.4184974222902514e-07,7.773903470522051e-18,3336.869729620753,0.0,0.0035164557348712003,1.364321432019083e-13,0.0942073846563609,2.299577236245848,0.031100571921148585
worst,0.005669260586387606,1.5322979932008707e-05,0.937777624600884,0.1237675042941746,0.06649725449409845,3011.6805449543635,10.016695475653739,0.10385306717133035,2148.7047033911535,0.4158192060983181,0.05122977258565781,-7818.33694109119,4.0,0.020363339348068495,0.9980038377944498,2.999999999999925,-2.6304716684108937,0.39788735772973816,-3.8627821478207554,-1.8325945278795281,-2.6304716684108937,-1.0316284534898776,-3.203102050264328,246.81885954194715,0.001458613083538605,0.03945551610877285,-1.8013034100985537,-0.9999989797653978,0.002455858171496461,22410.013946762087,0.0,0.02511892260806036,-0.9999999999990254,-2.704427517190646,16.000011201939678,0.10366922508045912
best,4.564400964378677e-05,5.0672383622440975e-08,0.002516481419473582,8.817457273235796e-05,0.0015868239909190862,12.544170135698327,3.8926002567770417,0.014343925864151178,206.30967608183605,2.340327189812971e-06,0.00011833750201407907,-10672.650247649826,0.0,0.0003074859880667712,0.9980038377944498,2.999999999999921,-10.15319967905823,0.39788735772973816,-3.862782147820756,-10.402915336777747,-10.15319967905823,-1.0316284534898779,-3.3219951715842426,17.48270647300221,4.8867224777028276e-06,0.00019019376222708794,-1.8013034100985537,-0.9999999988973285,0.0024558581714964056,6.952406644867227,0.0,1.0382536619944926e-07,-1.0,-2.9999998571181785,2.904301909190141e-06,4.487939397180043e-09
ideal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12569.486618173014,0.0,0.0003074861,0.9980038377944493,3.0,-10.1532,0.39788735772973816,-3.86278214782076,-10.1532,-10.1532,-1.031628453489877,-3.32236801141551,0.0,0.0,0.0,-1.8013034100985532,-1.0,0.0,0.0,0.0,0.0,-1.0,-3.0,0.0,0.0
time,0.3051025438308716,0.31150461196899415,0.32598740100860596,0.32464072704315183,0.3082032299041748,0.31535433769226073,0.30172534465789796,0.3218422269821167,0.30952499866485594,0.37731879711151123,0.36971354007720947,0.30280508995056155,0.30628304958343505,0.44461287021636964,0.4885199546813965,0.27206395149230955,0.3133402347564697,0.2572969007492065,0.29992411136627195,0.3309623146057129,0.31050472259521483,0.26101276874542234,0.31098156452178954,0.313300199508667,0.30730161190032956,0.30968544006347654,0.2632886219024658,0.30617145538330076,0.259186429977417,0.3055119228363037,0.25432868003845216,0.31434366703033445,0.25870092391967775,0.31399446964263916,0.3108366346359253,0.34540844440460206
